"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-10","EVD","3","Dirt","Miss Underrated","6  ","7","6-1"
"2020-06-10","EVD","3","Dirt","Southern Beauty","7  ","8","9-2"
"2020-06-10","EVD","3","Dirt","Spellbinding","8  ","9","9-5"
"2020-06-10","EVD","3","Dirt","Jo Jo's Halo","9  ","10","20-1"
"2020-06-10","EVD","3","Dirt","Lone Star Diva","10 ","11","8-1"
"2020-06-10","EVD","4","Dirt","Distinct Quality"," 1 ","1","10-1"
"2020-06-10","EVD","4","Dirt","Classic Greeley"," 2 ","2","15-1"
"2020-06-10","EVD","4","Dirt","Cajun Chaos"," 3 ","3","9-5"
"2020-06-10","EVD","4","Dirt","May Hour"," 4 ","4","6-1"
"2020-06-10","EVD","4","Dirt","Derby Dog"," 5 ","5","3-1"
"2020-06-10","EVD","4","Dirt","Trivista"," 6 ","6","4-1"
"2020-06-10","EVD","4","Dirt","Drewzano"," 7 ","7","9-2"
"2020-06-10","EVD","5","Dirt","Six Grand"," 1 ","1","20-1"
"2020-06-10","EVD","5","Dirt","Bettin On Bryan"," 2 ","2","6-1"
"2020-06-10","EVD","5","Dirt","Roses n' Rubies"," 3 ","3","5-1"
"2020-06-10","EVD","5","Dirt","Big Boss Man"," 4 ","4","10-1"
"2020-06-10","EVD","5","Dirt","Speedactus"," 5 ","5","8-1"
"2020-06-10","EVD","5","Dirt","Clever Racer"," 6 ","6","15-1"
"2020-06-10","EVD","5","Dirt","Highly Centsable"," 7 ","7","4-1"
"2020-06-10","EVD","5","Dirt","Jack's Kiss"," 8 ","8","15-1"
"2020-06-10","EVD","5","Dirt","Luke the Drifter"," 9 ","9","30-1"
"2020-06-10","EVD","5","Dirt","Callmechamp","10 ","10","30-1"
"2020-06-10","EVD","5","Dirt","Here Comes Homer","11 ","11","3-1"
"2020-06-10","EVD","5","Dirt","Ella's Actor","12 ","12","10-1"
"2020-06-10","EVD","5","Dirt","G Cisive","13 ","13","10-1"
"2020-06-10","EVD","5","Dirt","Grand Ty","14 ","14","30-1"
"2020-06-10","EVD","6","Dirt","Trip Candy"," 1 ","1","5-1"
"2020-06-10","EVD","6","Dirt","Hook"," 2 ","2","8-1"
"2020-06-10","EVD","6","Dirt","Beauty Boy"," 3 ","3","12-1"
"2020-06-10","EVD","6","Dirt","Donwell"," 4 ","4","15-1"
"2020-06-10","EVD","6","Dirt","Cajun Pinata"," 5 ","5","5-1"
"2020-06-10","EVD","6","Dirt","Lip Service"," 6 ","6","4-1"
"2020-06-10","EVD","6","Dirt","Flashy Image"," 7 ","7","12-1"
"2020-06-10","EVD","6","Dirt","Si Familia"," 8 ","8","8-1"
"2020-06-10","EVD","6","Dirt","Super Factor"," 9 ","9","30-1"
"2020-06-10","EVD","6","Dirt","Ben's Magic Stone","10 ","10","5-2"
"2020-06-10","EVD","6","Dirt","Dr. Bagley","11 ","11","3-1"
"2020-06-10","EVD","6","Dirt","Cajun Cash","12 ","12","12-1"
"2020-06-10","EVD","6","Dirt","Call the Colonel","13 ","13","6-1"
"2020-06-10","EVD","7","Dirt","Magic Command"," 1 ","1","20-1"
"2020-06-10","EVD","7","Dirt","Big Em C"," 2 ","2","9-2"
"2020-06-10","EVD","7","Dirt","Born Again George"," 3 ","3","6-1"
"2020-06-10","EVD","7","Dirt","Union Ride"," 4 ","4","7-2"
"2020-06-10","EVD","7","Dirt","Luke's Cajun Star"," 5 ","5","8-1"
"2020-06-10","EVD","7","Dirt","Snapper Bite"," 6 ","6","10-1"
"2020-06-10","EVD","7","Dirt","Buffon"," 7 ","7","15-1"
"2020-06-10","EVD","7","Dirt","Southern Swagg"," 8 ","8","6-1"
"2020-06-10","EVD","7","Dirt","Masterly"," 9 ","9","5-1"
"2020-06-10","EVD","7","Dirt","Oneholylion","10 ","10","10-1"
"2020-06-10","EVD","7","Dirt","Fire Blaster","11 ","11","20-1"
"2020-06-10","EVD","7","Dirt","Song N a Cat","12 ","12","20-1"
"2020-06-10","EVD","8","Turf","Mistake Present"," 1 ","1","10-1"
"2020-06-10","EVD","8","Turf","Budro Talking"," 2 ","2","3-1"
"2020-06-10","EVD","8","Turf","Great"," 3 ","3","20-1"
"2020-06-10","EVD","8","Turf","Miltontown"," 4 ","4","5-1"
"2020-06-10","EVD","8","Turf","Mageez"," 5 ","5","9-5"
"2020-06-10","EVD","8","Turf","Eden Grey's Kitten"," 6 ","6","5-1"
"2020-06-10","EVD","8","Turf","In the Navy"," 7 ","7","4-1"
"2020-06-10","EVD","8","Turf","Mocito Rojo"," 8 ","8","8-5"
"2020-06-10","EVD","9","Dirt","Awishforgreeley"," 1 ","1","10-1"
"2020-06-10","EVD","9","Dirt","Bigjim's Silvergal"," 2 ","2","30-1"
"2020-06-10","EVD","9","Dirt","Jerry's Legacy"," 3 ","3","8-1"
"2020-06-10","EVD","9","Dirt","Queen Leda"," 4 ","4","6-1"
"2020-06-10","EVD","9","Dirt","Grillin"," 5 ","5","15-1"
"2020-06-10","EVD","9","Dirt","Susurro"," 6 ","6","3-1"
"2020-06-10","EVD","9","Dirt","Commercial Flash"," 7 ","7","15-1"
"2020-06-10","EVD","9","Dirt","Lassie's Last Hour"," 8 ","8","5-1"
"2020-06-10","EVD","9","Dirt","My Baby Bele"," 9 ","9","20-1"
"2020-06-10","EVD","9","Dirt","More Clever","10 ","10","30-1"
"2020-06-10","EVD","9","Dirt","War Bandit","11 ","11","4-1"
"2020-06-10","EVD","9","Dirt","Amandaschime","12 ","12","10-1"
"2020-06-10","EVD","9","Dirt","Madelyn's Moment","13 ","13","30-1"
"2020-06-10","EVD","9","Dirt","Premie Baby","14 ","14","20-1"
"2020-06-10","GP","1","Turf","Nanie's Treasure"," 1 ","1","20-1"
"2020-06-10","GP","1","Turf","Pasatime"," 2 ","2","20-1"
"2020-06-10","GP","1","Turf","Platinumcents"," 3 ","3","5-2"
"2020-06-10","GP","1","Turf","Mama Longlegs"," 4 ","4","30-1"
"2020-06-10","GP","1","Turf","Rank and File"," 5 ","5","4-1"
"2020-06-10","GP","1","Turf","Dama de Noche"," 6 ","6","30-1"
"2020-06-10","GP","1","Turf","Hechizada"," 7 ","7","6-1"
"2020-06-10","GP","1","Turf","Josefa"," 8 ","8","10-1"
"2020-06-10","GP","1","Turf","Wild About This"," 9 ","9","8-1"
"2020-06-10","GP","1","Turf","American Countess","10 ","10","50-1"
"2020-06-10","GP","1","Turf","Jimmys Lass","11 ","11","30-1"
"2020-06-10","GP","1","Turf","Needs No Alibi","12 ","12","3-1"
"2020-06-10","GP","1","Turf","Uncaptured Ruby","13 ","13","8-5"
"2020-06-10","GP","2","Dirt","The Ice Beast"," 1 ","1","3-1"
"2020-06-10","GP","2","Dirt","Attu Island"," 2 ","2","12-1"
"2020-06-10","GP","2","Dirt","Venetian Dream"," 3 ","3","2-1"
"2020-06-10","GP","2","Dirt","The Best Distance"," 4 ","4","15-1"
"2020-06-10","GP","2","Dirt","Casalsa"," 5 ","5","7-2"
"2020-06-10","GP","2","Dirt","Caramel Chip"," 6 ","6","20-1"
"2020-06-10","GP","2","Dirt","Seazan"," 7 ","7","4-1"
"2020-06-10","GP","2","Dirt","Fitz's Mo"," 8 ","8","15-1"
"2020-06-10","GP","3","Turf","Bluesky Kitten"," 1 ","1","50-1"
"2020-06-10","GP","3","Turf","Speed Gracer"," 2 ","2","9-2"
"2020-06-10","GP","3","Turf","Mystical Moon"," 3 ","3","7-2"
"2020-06-10","GP","3","Turf","Dillon Rocks"," 4 ","4","3-1"
"2020-06-10","GP","3","Turf","Crow Moon"," 5 ","5","15-1"
"2020-06-10","GP","3","Turf","Rule Yourself"," 6 ","6","6-1"
"2020-06-10","GP","3","Turf","Monmouth Dr"," 7 ","7","20-1"
"2020-06-10","GP","3","Turf","Balistico"," 8 ","8","20-1"
"2020-06-10","GP","3","Turf","Bye Bye Man"," 9 ","9","15-1"
"2020-06-10","GP","3","Turf","Cappy Hour","10 ","10","5-1"
"2020-06-10","GP","3","Turf","My Brothersledge","11 ","11","20-1"
"2020-06-10","GP","3","Turf","Mason's Song","12 ","12","30-1"
"2020-06-10","GP","3","Turf","Bold Paynter","13 ","13","15-1"
"2020-06-10","GP","4","Dirt","El Andariego"," 1 ","1","9-2"
"2020-06-10","GP","4","Dirt","Ninetydaysofwinter"," 2 ","2","20-1"
"2020-06-10","GP","4","Dirt","Consilium"," 3 ","3","10-1"
"2020-06-10","GP","4","Dirt","Avant Garde"," 4 ","4","30-1"
"2020-06-10","GP","4","Dirt","Bambino"," 5 ","5","12-1"
"2020-06-10","GP","4","Dirt","Taamer"," 6 ","6","20-1"
"2020-06-10","GP","4","Dirt","Tempus"," 7 ","7","5-2"
"2020-06-10","GP","4","Dirt","Makinalegacy"," 8 ","8","20-1"
"2020-06-10","GP","4","Dirt","Viper"," 9 ","9","4-1"
"2020-06-10","GP","4","Dirt","Aycapote","10 ","10","3-1"
"2020-06-10","GP","5","Turf","Fouzia"," 1 ","1","9-2"
"2020-06-10","GP","5","Turf","Amanzi Yimpilo (IRE)"," 2 ","2","5-2"
"2020-06-10","GP","5","Turf","Baby Mo"," 3 ","3","12-1"
"2020-06-10","GP","5","Turf","Bahamian Beauty"," 4 ","4","15-1"
"2020-06-10","GP","5","Turf","Lady Quintessa"," 5 ","5","4-1"
"2020-06-10","GP","5","Turf","Tequa"," 6 ","6","6-1"
"2020-06-10","GP","5","Turf","Shan's Tiger"," 7 ","7","9-2"
"2020-06-10","GP","5","Turf","Acting Lucky"," 8 ","8","5-2"
"2020-06-10","GP","5","Turf","Tik Tok Famous (GB)"," 9 ","9","7-2"
"2020-06-10","GP","5","Turf","Dial a Lady","10 ","10","20-1"
"2020-06-10","GP","5","Turf","Whistler Dixie","11 ","11","15-1"
"2020-06-10","GP","6","Turf","Remaster (IRE)"," 1 ","1","7-5"
"2020-06-10","GP","6","Turf","Royal Duke"," 2 ","2","10-1"
"2020-06-10","GP","6","Turf","No Nay Maybe (IRE)"," 3 ","3","7-2"
"2020-06-10","GP","6","Turf","Jungle Warrior"," 4 ","4","15-1"
"2020-06-10","GP","6","Turf","Khozy My Boy"," 5 ","5","12-1"
"2020-06-10","GP","6","Turf","Poppy's Boys"," 6 ","6","30-1"
"2020-06-10","GP","6","Turf","Bychance"," 7 ","7","20-1"
"2020-06-10","GP","6","Turf","Young Raymond"," 8 ","8","4-1"
"2020-06-10","GP","6","Turf","Deo Forte"," 9 ","9","8-1"
"2020-06-10","GP","7","Dirt","Don't Get Khozy"," 1 ","1","7-2"
"2020-06-10","GP","7","Dirt","Lady Archa"," 2 ","2","9-2"
"2020-06-10","GP","7","Dirt","Well Brush Mytooth"," 3 ","3","8-1"
"2020-06-10","GP","7","Dirt","Lovely Lady Lexi"," 4 ","4","5-2"
"2020-06-10","GP","7","Dirt","Gauzy"," 5 ","5","5-1"
"2020-06-10","GP","7","Dirt","Gesture"," 6 ","6","12-1"
"2020-06-10","GP","7","Dirt","Hartling"," 7 ","7","4-1"
"2020-06-10","GP","8","Turf","Tiple (IRE)"," 1 ","1","4-1"
"2020-06-10","GP","8","Turf","Merry Lady"," 2 ","2","20-1"
"2020-06-10","GP","8","Turf","Citibike"," 3 ","3","20-1"
"2020-06-10","GP","8","Turf","Precocious Peach"," 4 ","4","12-1"
"2020-06-10","GP","8","Turf","War Star"," 5 ","5","15-1"
"2020-06-10","GP","8","Turf","Heir Ball"," 6 ","6","7-2"
"2020-06-10","GP","8","Turf","Taylor's in Orbit"," 7 ","7","30-1"
"2020-06-10","GP","8","Turf","Awsum Roar"," 8 ","8","3-1"
"2020-06-10","GP","8","Turf","Cat's Astray"," 9 ","9","20-1"
"2020-06-10","GP","8","Turf","I Love to Race","10 ","10","15-1"
"2020-06-10","GP","8","Turf","Miss Miami","11 ","11","8-1"
"2020-06-10","GP","8","Turf","The Great Kath","12 ","12","6-1"
"2020-06-10","GP","8","Turf","Worth Avenue","13 ","13","3-1"
"2020-06-10","GP","9","Dirt","Ete Indien"," 1 ","1","6-5"
"2020-06-10","GP","9","Dirt","With Verve"," 2 ","2","8-1"
"2020-06-10","GP","9","Dirt","Soros"," 3 ","3","20-1"
"2020-06-10","GP","9","Dirt","Shivaree"," 4 ","4","9-2"
"2020-06-10","GP","9","Dirt","Jesus' Team"," 5 ","5","30-1"
"2020-06-10","GP","9","Dirt","Hard Lighting"," 6 ","6","15-1"
"2020-06-10","GP","9","Dirt","Sole Volante"," 7 ","7","9-5"
"2020-06-10","GP","10","Dirt","Colin a Winner"," 1 ","1","30-1"
"2020-06-10","GP","10","Dirt","Cowboy Bob"," 2 ","2","8-1"
"2020-06-10","GP","10","Dirt","Baba Tobi"," 3 ","3","20-1"
"2020-06-10","GP","10","Dirt","Geonosis"," 4 ","4","3-1"
"2020-06-10","GP","10","Dirt","Sultry Samurai"," 5 ","5","9-2"
"2020-06-10","GP","10","Dirt","Third Army"," 6 ","6","5-2"
"2020-06-10","GP","10","Dirt","Doctor D J"," 7 ","7","15-1"
"2020-06-10","GP","10","Dirt","Strategic Outlook"," 8 ","8","10-1"
"2020-06-10","GP","10","Dirt","Snap Hook"," 9 ","9","4-1"
"2020-06-10","LAD","1","Dirt","Bet Again","1  ","1","7-5"
"2020-06-10","LAD","1","Dirt","Whatelse Igot Todo","1A ","5","7-5"
"2020-06-10","LAD","1","Dirt","Lord Colliery"," 2 ","2","6-1"
"2020-06-10","LAD","1","Dirt","Zendelphian"," 3 ","3","2-1"
"2020-06-10","LAD","1","Dirt","Hitter"," 4 ","4","12-1"
"2020-06-10","LAD","1","Dirt","Spring Value","5  ","6","4-1"
"2020-06-10","LAD","1","Dirt","Major Ridge","6  ","7","12-1"
"2020-06-10","LAD","2","Turf","Club Soda","1  ","2","3-1"
"2020-06-10","LAD","2","Turf","Warriors Gem","1A ","9","3-1"
"2020-06-10","LAD","2","Turf","Lenape Drive","2  ","1","7-2"
"2020-06-10","LAD","2","Turf","Cowboy Cactus Jack"," 3 ","3","8-1"
"2020-06-10","LAD","2","Turf","Rocktizway"," 4 ","4","4-1"
"2020-06-10","LAD","2","Turf","D'rocketman"," 5 ","5","9-2"
"2020-06-10","LAD","2","Turf","Pat Me Down"," 6 ","6","8-1"
"2020-06-10","LAD","2","Turf","Beta Lover"," 7 ","7","12-1"
"2020-06-10","LAD","2","Turf","D Two"," 8 ","8","6-1"
"2020-06-10","LAD","2","Turf","Adrenaline","9  ","10","10-1"
"2020-06-10","LAD","3","Dirt","Absolutelypositive"," 1 ","1","8-1"
"2020-06-10","LAD","3","Dirt","Tensas Ten"," 2 ","2","6-1"
"2020-06-10","LAD","3","Dirt","Mister Ander"," 3 ","3","15-1"
"2020-06-10","LAD","3","Dirt","Guilty Again"," 4 ","4","3-1"
"2020-06-10","LAD","3","Dirt","Saratoga Vacation"," 5 ","5","10-1"
"2020-06-10","LAD","3","Dirt","Lucky Streaker"," 6 ","6","7-2"
"2020-06-10","LAD","3","Dirt","Halfourretirement"," 7 ","7","2-1"
"2020-06-10","LAD","3","Dirt","Gentleman Charlie"," 8 ","8","12-1"
"2020-06-10","LAD","4","Turf","Father Bryan"," 1 ","1","6-1"
"2020-06-10","LAD","4","Turf","Palmy Sundae"," 2 ","2","15-1"
"2020-06-10","LAD","4","Turf","Belmont Hills"," 3 ","3","4-1"
"2020-06-10","LAD","4","Turf","T. J. B. Oorah"," 4 ","4","6-1"
"2020-06-10","LAD","4","Turf","Bluewater Cat"," 5 ","5","20-1"
"2020-06-10","LAD","4","Turf","Happy Journey"," 6 ","6","20-1"
"2020-06-10","LAD","4","Turf","Taking Notes"," 7 ","7","10-1"
"2020-06-10","LAD","4","Turf","Silao"," 8 ","8","12-1"
"2020-06-10","LAD","4","Turf","Doorag Jimmy"," 9 ","9","5-1"
"2020-06-10","LAD","4","Turf","Hurry Back","10 ","10","7-2"
"2020-06-10","LAD","4","Turf","Destinedtobeastar","11 ","11","8-1"
"2020-06-10","LAD","5","Dirt","My Sister Annette"," 1 ","1","3-1"
"2020-06-10","LAD","5","Dirt","Hanging Lake"," 2 ","2","8-1"
"2020-06-10","LAD","5","Dirt","Green Monster"," 3 ","3","6-5"
"2020-06-10","LAD","5","Dirt","Nancy's Rescue"," 4 ","4","8-1"
"2020-06-10","LAD","5","Dirt","Flat Out Flirty"," 5 ","5","6-1"
"2020-06-10","LAD","5","Dirt","Oretta"," 6 ","6","4-1"
"2020-06-10","LAD","6","Turf","Cadet Captain"," 1 ","1","6-1"
"2020-06-10","LAD","6","Turf","Middle of Forever"," 2 ","2","15-1"
"2020-06-10","LAD","6","Turf","Due Apeal"," 3 ","3","15-1"
"2020-06-10","LAD","6","Turf","Red Bird Place"," 4 ","4","15-1"
"2020-06-10","LAD","6","Turf","Meseta Diablo"," 5 ","5","6-1"
"2020-06-10","LAD","6","Turf","Grand Argument"," 6 ","6","30-1"
"2020-06-10","LAD","6","Turf","Moonlight Mischief"," 7 ","7","4-1"
"2020-06-10","LAD","6","Turf","Mahalo John"," 8 ","8","15-1"
"2020-06-10","LAD","6","Turf","Iron Grip"," 9 ","9","20-1"
"2020-06-10","LAD","6","Turf","Confederate Yell","10 ","10","8-1"
"2020-06-10","LAD","6","Turf","Mallard's Bro","11 ","11","7-2"
"2020-06-10","LAD","6","Turf","Holdthismiss","12 ","12","9-2"
"2020-06-10","LAD","6","Turf","Gray Phantom","13 ","13","3-1"
"2020-06-10","LAD","6","Turf","Taste for Talent","14 ","14","5-1"
"2020-06-10","LAD","7","Dirt","Back Road Outlaw"," 1 ","1","15-1"
"2020-06-10","LAD","7","Dirt","Laken Longlegs"," 2 ","2","2-1"
"2020-06-10","LAD","7","Dirt","Instan Wind"," 3 ","3","20-1"
"2020-06-10","LAD","7","Dirt","Battalstown"," 4 ","4","5-2"
"2020-06-10","LAD","7","Dirt","Best Bet Brooks"," 5 ","5","12-1"
"2020-06-10","LAD","7","Dirt","Indicatif"," 6 ","6","4-1"
"2020-06-10","LAD","7","Dirt","Gaspergou"," 7 ","7","20-1"
"2020-06-10","LAD","7","Dirt","Halo Carlos"," 8 ","8","10-1"
"2020-06-10","LAD","7","Dirt","Mayberry Saloon"," 9 ","9","6-1"
"2020-06-10","LS","1","Dirt","A Midnight Gift"," 1 ","1","15-1"
"2020-06-10","LS","1","Dirt","Bern Ban"," 2 ","2","30-1"
"2020-06-10","LS","1","Dirt","Texas Storm Chaser"," 3 ","3","15-1"
"2020-06-10","LS","1","Dirt","Hold Me Gabby"," 4 ","4","20-1"
"2020-06-10","LS","1","Dirt","Flyin' Easy"," 5 ","5","7-2"
"2020-06-10","LS","1","Dirt","Forti"," 6 ","6","6-1"
"2020-06-10","LS","1","Dirt","Wildcat's Bling"," 7 ","7","5-1"
"2020-06-10","LS","1","Dirt","Chody N Daniel"," 8 ","8","30-1"
"2020-06-10","LS","1","Dirt","Infinite Jetsetter"," 9 ","9","9-2"
"2020-06-10","LS","1","Dirt","Colonel Bowie","10 ","10","20-1"
"2020-06-10","LS","1","Dirt","Silver and Aces","11 ","11","3-1"
"2020-06-10","LS","1","Dirt","Texas Gold Rush","12 ","12","20-1"
"2020-06-10","LS","2","Turf","Cypress Point"," 1 ","1","7-2"
"2020-06-10","LS","2","Turf","Drip Brew"," 2 ","2","3-1"
"2020-06-10","LS","2","Turf","Texas Music"," 3 ","3","5-1"
"2020-06-10","LS","2","Turf","Lynah Rink"," 4 ","4","15-1"
"2020-06-10","LS","2","Turf","Emmport"," 5 ","5","2-1"
"2020-06-10","LS","2","Turf","Swanky"," 6 ","6","12-1"
"2020-06-10","LS","2","Turf","Zabette"," 7 ","7","20-1"
"2020-06-10","LS","2","Turf","Blingin' Rose"," 8 ","8","8-1"
"2020-06-10","LS","3","Dirt","Into the Fire","1  ","4","5-1"
"2020-06-10","LS","3","Dirt","Love Bites","1A ","10","5-1"
"2020-06-10","LS","3","Dirt","Cheme","2  ","1","5-2"
"2020-06-10","LS","3","Dirt","Lady Lute","3  ","2","12-1"
"2020-06-10","LS","3","Dirt","Kandi Spun","4  ","3","20-1"
"2020-06-10","LS","3","Dirt","Momma G"," 5 ","5","8-1"
"2020-06-10","LS","3","Dirt","Midnightonthebayou"," 6 ","6","12-1"
"2020-06-10","LS","3","Dirt","Twice Smitten"," 7 ","7","7-2"
"2020-06-10","LS","3","Dirt","Little Samurai"," 8 ","8","20-1"
"2020-06-10","LS","3","Dirt","My Princess Ellie"," 9 ","9","4-1"
"2020-06-10","LS","4","Dirt","Brew Casa","1  ","7","3-1"
"2020-06-10","LS","4","Dirt","Champagnerie","1A ","9","3-1"
"2020-06-10","LS","4","Dirt","Strong Patriot","2  ","1","7-2"
"2020-06-10","LS","4","Dirt","Collecting Stars","3  ","2","15-1"
"2020-06-10","LS","4","Dirt","Wicked Ekati","4  ","3","12-1"
"2020-06-10","LS","4","Dirt","Affairs Unlimited","5  ","4","15-1"
"2020-06-10","LS","4","Dirt","Dees Loca Motion","6  ","5","30-1"
"2020-06-10","LS","4","Dirt","M and M Girl","7  ","6","5-1"
"2020-06-10","LS","4","Dirt","Shanghai Woman"," 8 ","8","15-1"
"2020-06-10","LS","4","Dirt","Lone Star Lady","9  ","10","2-1"
"2020-06-10","LS","4","Dirt","Dave's Baby Girl","10 ","11","20-1"
"2020-06-10","LS","5","Turf","Battleship Bevo"," 1 ","1","7-2"
"2020-06-10","LS","5","Turf","Carlea's Dream"," 2 ","2","3-1"
"2020-06-10","LS","5","Turf","Geminator"," 3 ","3","20-1"
"2020-06-10","LS","5","Turf","Carpe Eros"," 4 ","4","12-1"
"2020-06-10","LS","5","Turf","My Golden Boy"," 5 ","5","9-2"
"2020-06-10","LS","5","Turf","Da Gold Room"," 6 ","6","15-1"
"2020-06-10","LS","5","Turf","Mine Boss"," 7 ","7","12-1"
"2020-06-10","LS","5","Turf","Tapsolution"," 8 ","8","5-2"
"2020-06-10","LS","5","Turf","D C Hero"," 9 ","9","30-1"
"2020-06-10","LS","5","Turf","Goliath Ridge","10 ","10","12-1"
"2020-06-10","LS","6","Dirt","Chaching Bling"," 1 ","1","20-1"
"2020-06-10","LS","6","Dirt","Texas Crossbow"," 2 ","2","9-2"
"2020-06-10","LS","6","Dirt","Grassburr"," 3 ","3","20-1"
"2020-06-10","LS","6","Dirt","Caddo Fox"," 4 ","4","8-5"
"2020-06-10","LS","6","Dirt","Dashiell"," 5 ","5","2-1"
"2020-06-10","LS","6","Dirt","Clear Advantage"," 6 ","6","20-1"
"2020-06-10","LS","6","Dirt","Fabuleux Ridge"," 7 ","7","30-1"
"2020-06-10","LS","6","Dirt","Theorist"," 8 ","8","15-1"
"2020-06-10","LS","6","Dirt","Niall"," 9 ","9","20-1"
"2020-06-10","LS","6","Dirt","Fando","10 ","10","12-1"
"2020-06-10","LS","7","Dirt","Articulator"," 1 ","1","20-1"
"2020-06-10","LS","7","Dirt","Lasting Legacy"," 2 ","2","6-5"
"2020-06-10","LS","7","Dirt","D' Rapper"," 3 ","3","20-1"
"2020-06-10","LS","7","Dirt","Welder"," 4 ","4","8-5"
"2020-06-10","LS","7","Dirt","Awesome Saturday"," 5 ","5","12-1"
"2020-06-10","LS","7","Dirt","Hunka Burning Love"," 6 ","6","6-1"
"2020-06-10","LS","7","Dirt","Paddock Pick"," 7 ","7","15-1"
"2020-06-10","LS","8","Dirt","Adheretome","1  ","4","2-1"
"2020-06-10","LS","8","Dirt","Ten Count Out","1A ","10","2-1"
"2020-06-10","LS","8","Dirt","Louise the Laser","2  ","1","9-2"
"2020-06-10","LS","8","Dirt","Spun Line","3  ","2","6-1"
"2020-06-10","LS","8","Dirt","Ordained Kiss","4  ","3","15-1"
"2020-06-10","LS","8","Dirt","Bold Legend"," 5 ","5","20-1"
"2020-06-10","LS","8","Dirt","Desert Thief"," 6 ","6","10-1"
"2020-06-10","LS","8","Dirt","Convince"," 7 ","7","15-1"
"2020-06-10","LS","8","Dirt","Lay M Out"," 8 ","8","20-1"
"2020-06-10","LS","8","Dirt","Agosta"," 9 ","9","12-1"
"2020-06-10","LS","8","Dirt","Enjay's Brass","10 ","11","7-2"
"2020-06-10","LS","9","Turf","Call Me Richard"," 1 ","1","10-1"
"2020-06-10","LS","9","Turf","O'L Red"," 2 ","2","5-2"
"2020-06-10","LS","9","Turf","Triple Creek"," 3 ","3","15-1"
"2020-06-10","LS","9","Turf","About Our Time"," 4 ","4","9-2"
"2020-06-10","LS","9","Turf","Elkhorn Poet"," 5 ","5","20-1"
"2020-06-10","LS","9","Turf","Exciting"," 6 ","6","20-1"
"2020-06-10","LS","9","Turf","Banjo Bill"," 7 ","7","30-1"
"2020-06-10","LS","9","Turf","Thatsafactjack"," 8 ","8","9-5"
"2020-06-10","LS","9","Turf","Cowboy Breeze"," 9 ","9","10-1"
"2020-06-10","LS","9","Turf","Proud Italian","10 ","10","12-1"
"2020-06-10","LS","10","Dirt","Shoal Bay"," 1 ","1","20-1"
"2020-06-10","LS","10","Dirt","Silver City Blues"," 2 ","2","4-1"
"2020-06-10","LS","10","Dirt","Mule Skinner"," 3 ","3","30-1"
"2020-06-10","LS","10","Dirt","Teletap"," 4 ","4","15-1"
"2020-06-10","LS","10","Dirt","Mine Inspector"," 5 ","5","15-1"
"2020-06-10","LS","10","Dirt","Tick Tack Mo"," 6 ","6","3-1"
"2020-06-10","LS","10","Dirt","Buddy Rocket"," 7 ","7","20-1"
"2020-06-10","LS","10","Dirt","Schoenhardt"," 8 ","8","15-1"
"2020-06-10","LS","10","Dirt","Trooper"," 9 ","9","8-1"
"2020-06-10","LS","10","Dirt","Private Lake","10 ","10","9-2"
"2020-06-10","LS","10","Dirt","Witts Hurricane","11 ","11","20-1"
"2020-06-10","LS","10","Dirt","Cheeseburger","12 ","12","10-1"
"2020-06-10","LS","10","Dirt","C H My Last Dollar","13 ","13","10-1"
"2020-06-10","LS","10","Dirt","Japedo","14 ","14","12-1"
"2020-06-10","POD","1","Dirt","Jess Hadtobe First"," 1 ","1","10-1"
"2020-06-10","POD","1","Dirt","Imported Corona"," 2 ","2","15-1"
"2020-06-10","POD","1","Dirt","Im Renee"," 3 ","3","8-1"
"2020-06-10","POD","1","Dirt","Elite Roc Starr"," 4 ","4","12-1"
"2020-06-10","POD","1","Dirt","Lethal Agent"," 5 ","5","5-1"
"2020-06-10","POD","1","Dirt","M E Dollop Dilly"," 6 ","6","2-1"
"2020-06-10","POD","1","Dirt","Heza Gator"," 7 ","7","7-2"
"2020-06-10","POD","2","Dirt","Hocks Fast Wagon"," 1 ","1","8-5"
"2020-06-10","POD","2","Dirt","Noble Sin"," 2 ","2","25-1"
"2020-06-10","POD","2","Dirt","Jjs Dashin Now"," 3 ","3","12-1"
"2020-06-10","POD","2","Dirt","Grey Handsome"," 4 ","4","5-1"
"2020-06-10","POD","2","Dirt","Kluge"," 5 ","5","8-1"
"2020-06-10","POD","2","Dirt","Bds Paisleerightnow"," 6 ","6","20-1"
"2020-06-10","POD","2","Dirt","Harems Runaway"," 7 ","7","2-1"
"2020-06-10","POD","2","Dirt","Quickluckybunny"," 8 ","8","5-2"
"2020-06-10","POD","3","Dirt","Coronas First Dawn"," 1 ","1","10-1"
"2020-06-10","POD","3","Dirt","Be Classy Champ"," 2 ","2","15-1"
"2020-06-10","POD","3","Dirt","Special Wagonexpress"," 3 ","3","12-1"
"2020-06-10","POD","3","Dirt","Jess Humblenkind"," 4 ","4","7-2"
"2020-06-10","POD","3","Dirt","Furry Look"," 5 ","5","5-2"
"2020-06-10","POD","3","Dirt","Shez a Easy Chick"," 6 ","6","6-1"
"2020-06-10","POD","3","Dirt","Jess One Sweet Nite"," 7 ","7","4-1"
"2020-06-10","POD","4","Dirt","Kaul Me Dashetta"," 1 ","1","30-1"
