"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds"
"2020-06-11","CT","4","Dirt","Calcutta"," 5 ","5","5-1"
"2020-06-11","CT","4","Dirt","Adios Hillary"," 6 ","6","12-1"
"2020-06-11","CT","4","Dirt","Lil Sweetheart"," 7 ","7","5-2"
"2020-06-11","CT","4","Dirt","Di Colas Cowgirl"," 8 ","8","20-1"
"2020-06-11","CT","4","Dirt","Vintage Gin"," 9 ","9","15-1"
"2020-06-11","CT","4","Dirt","Canarsie Princess","10 ","10","10-1"
"2020-06-11","CT","5","Dirt","Dynacastle"," 1 ","1","3-1"
"2020-06-11","CT","5","Dirt","Ultimate Justice"," 2 ","2","4-1"
"2020-06-11","CT","5","Dirt","Tip Top Too"," 3 ","3","30-1"
"2020-06-11","CT","5","Dirt","That Tricky Lady"," 4 ","4","30-1"
"2020-06-11","CT","5","Dirt","Uaintseenmecrazyet"," 5 ","5","5-1"
"2020-06-11","CT","5","Dirt","Catherines Warrior"," 6 ","6","12-1"
"2020-06-11","CT","5","Dirt","Yodel Lady"," 7 ","7","7-2"
"2020-06-11","CT","5","Dirt","Betty Bom Botz"," 8 ","8","10-1"
"2020-06-11","CT","5","Dirt","Dear John Letter"," 9 ","9","8-1"
"2020-06-11","CT","5","Dirt","Gorgeous Road","10 ","10","10-1"
"2020-06-11","CT","6","Dirt","Banana Anna"," 1 ","1","5-2"
"2020-06-11","CT","6","Dirt","Silk Stocking"," 2 ","2","2-1"
"2020-06-11","CT","6","Dirt","Fonda Romana"," 3 ","3","12-1"
"2020-06-11","CT","6","Dirt","Charitable Time"," 4 ","4","12-1"
"2020-06-11","CT","6","Dirt","Return to Denis"," 5 ","5","20-1"
"2020-06-11","CT","6","Dirt","Facey's Sister"," 6 ","6","12-1"
"2020-06-11","CT","6","Dirt","Vonda"," 7 ","7","15-1"
"2020-06-11","CT","6","Dirt","Fanniebellefleming"," 8 ","8","5-1"
"2020-06-11","CT","6","Dirt","Floating By"," 9 ","9","6-1"
"2020-06-11","CT","7","Dirt","Castle Five"," 1 ","1","5-2"
"2020-06-11","CT","7","Dirt","Good Genes"," 2 ","2","6-1"
"2020-06-11","CT","7","Dirt","Malibu Sunset"," 3 ","3","4-1"
"2020-06-11","CT","7","Dirt","Belmonte"," 4 ","4","12-1"
"2020-06-11","CT","7","Dirt","Gabbi's Amor"," 5 ","5","20-1"
"2020-06-11","CT","7","Dirt","Hargus"," 6 ","6","7-2"
"2020-06-11","CT","7","Dirt","Ruth Less Blue"," 7 ","7","12-1"
"2020-06-11","CT","7","Dirt","Smoky Blues"," 8 ","8","15-1"
"2020-06-11","CT","7","Dirt","Shackled"," 9 ","9","8-1"
"2020-06-11","CT","7","Dirt","Kulani","10 ","10","15-1"
"2020-06-11","CT","8","Dirt","Right Notion"," 1 ","1","15-1"
"2020-06-11","CT","8","Dirt","Brushing"," 2 ","2","9-2"
"2020-06-11","CT","8","Dirt","Call Me Jelly Roll"," 3 ","3","10-1"
"2020-06-11","CT","8","Dirt","Win Then Grin"," 4 ","4","3-1"
"2020-06-11","CT","8","Dirt","Ocean Lilly"," 5 ","5","5-1"
"2020-06-11","CT","8","Dirt","Gab's Lil Leaguer"," 6 ","6","12-1"
"2020-06-11","CT","8","Dirt","Longstorylucy"," 7 ","7","15-1"
"2020-06-11","CT","8","Dirt","Backcat"," 8 ","8","8-1"
"2020-06-11","CT","8","Dirt","Azzurra"," 9 ","9","5-2"
"2020-06-11","CT","9","Dirt","Glen's Castle"," 1 ","1","20-1"
"2020-06-11","CT","9","Dirt","Prince of Windsor"," 2 ","2","5-1"
"2020-06-11","CT","9","Dirt","Who's My Boss"," 3 ","3","8-1"
"2020-06-11","CT","9","Dirt","Blimey Limey"," 4 ","4","10-1"
"2020-06-11","CT","9","Dirt","Set'em Up Joe"," 5 ","5","15-1"
"2020-06-11","CT","9","Dirt","Bacoli"," 6 ","6","9-5"
"2020-06-11","CT","9","Dirt","Owl Run"," 7 ","7","4-1"
"2020-06-11","CT","9","Dirt","Mighty Bop"," 8 ","8","6-1"
"2020-06-11","CT","9","Dirt","Emblem's Estate"," 9 ","9","20-1"
"2020-06-11","CT","9","Dirt","Binn Goode","10 ","10","15-1"
"2020-06-11","DED","1","Dirt","D Cosmic Cartel"," 1 ","1","6-1"
"2020-06-11","DED","1","Dirt","Gias Fred"," 2 ","2","15-1"
"2020-06-11","DED","1","Dirt","Rare High Dynasty"," 3 ","3","10-1"
"2020-06-11","DED","1","Dirt","Cash Snow"," 4 ","4","7-2"
"2020-06-11","DED","1","Dirt","Sweet Cali Girl"," 5 ","5","5-2"
"2020-06-11","DED","1","Dirt","Miss Runaway Jess"," 6 ","6","12-1"
"2020-06-11","DED","1","Dirt","Lock Your Hart"," 7 ","7","10-1"
"2020-06-11","DED","1","Dirt","Midnite Temptation"," 8 ","8","9-2"
"2020-06-11","DED","1","Dirt","Dlj Rusty Cartel"," 9 ","9","8-1"
"2020-06-11","DED","2","Dirt","Midnight Prize"," 1 ","1","20-1"
"2020-06-11","DED","2","Dirt","Volcoms Weapon"," 2 ","2","15-1"
"2020-06-11","DED","2","Dirt","Train Hoppin"," 3 ","3","12-1"
"2020-06-11","DED","2","Dirt","Mai Relentless"," 4 ","4","6-1"
"2020-06-11","DED","2","Dirt","Bernices First Prize"," 5 ","5","4-1"
"2020-06-11","DED","2","Dirt","Air Kissn"," 6 ","6","15-1"
"2020-06-11","DED","2","Dirt","Donnina"," 7 ","7","10-1"
"2020-06-11","DED","2","Dirt","Fm Zatanas D Third"," 8 ","8","6-5"
"2020-06-11","DED","2","Dirt","First Famous Romance"," 9 ","9","6-1"
"2020-06-11","DED","3","Dirt","Fast as N Eagle"," 1 ","1","6-1"
"2020-06-11","DED","3","Dirt","Eagle Sixty Six"," 2 ","2","12-1"
"2020-06-11","DED","3","Dirt","La Babbara"," 3 ","3","20-1"
"2020-06-11","DED","3","Dirt","Kikidoyouloveme"," 4 ","4","4-1"
"2020-06-11","DED","3","Dirt","Heavy Pedal"," 5 ","5","8-5"
"2020-06-11","DED","3","Dirt","Kk Blue Wagon"," 6 ","6","15-1"
"2020-06-11","DED","3","Dirt","Ar Poker Domination"," 7 ","7","8-1"
"2020-06-11","DED","3","Dirt","Patriot Tlc"," 8 ","8","6-1"
"2020-06-11","DED","3","Dirt","Fancy Pants Heidi"," 9 ","9","8-1"
"2020-06-11","DED","4","Dirt","Attack At Dawn"," 1 ","1","8-1"
"2020-06-11","DED","4","Dirt","Sweet Candy Jewel"," 2 ","2","2-1"
"2020-06-11","DED","4","Dirt","El Tartanero Jess"," 3 ","3","8-1"
"2020-06-11","DED","4","Dirt","Jla Pistolpackinjack"," 4 ","4","6-1"
"2020-06-11","DED","4","Dirt","Glass O Jess"," 5 ","5","10-1"
"2020-06-11","DED","4","Dirt","Chicks First Rocket"," 6 ","6","7-2"
"2020-06-11","DED","4","Dirt","Asecretinthegate"," 7 ","7","15-1"
"2020-06-11","DED","4","Dirt","Fm Fast Wagon"," 8 ","8","12-1"
"2020-06-11","DED","4","Dirt","Bolsonaro Pz"," 9 ","9","10-1"
"2020-06-11","DED","4","Dirt","Pool Zone","10 ","10","20-1"
"2020-06-11","DED","5","Dirt","Corona Finish"," 1 ","1","4-1"
"2020-06-11","DED","5","Dirt","Ekg Paint Me a Jess"," 2 ","2","20-1"
"2020-06-11","DED","5","Dirt","Chittys Capi"," 3 ","3","3-1"
"2020-06-11","DED","5","Dirt","Sta Maria"," 4 ","4","7-2"
"2020-06-11","DED","5","Dirt","Lucchesse"," 5 ","5","6-1"
"2020-06-11","DED","5","Dirt","Fdd Gentle Giant"," 6 ","6","6-1"
"2020-06-11","DED","5","Dirt","Rl First Prize Kenzi"," 7 ","7","6-1"
"2020-06-11","DED","5","Dirt","Jls Deans Dynasty"," 8 ","8","20-1"
"2020-06-11","DED","5","Dirt","Special Mariposa"," 9 ","9","10-1"
"2020-06-11","DED","6","Dirt","Jess a Candy Rogue"," 1 ","1","2-1"
"2020-06-11","DED","6","Dirt","Holland Jesse"," 2 ","2","15-1"
"2020-06-11","DED","6","Dirt","Quick Zest"," 3 ","3","6-1"
"2020-06-11","DED","6","Dirt","Flyin Arthur"," 4 ","4","20-1"
"2020-06-11","DED","6","Dirt","Bela Luna"," 5 ","5","7-2"
"2020-06-11","DED","6","Dirt","Misswilliemae"," 6 ","6","8-1"
"2020-06-11","DED","6","Dirt","Lord of the Empire"," 7 ","7","15-1"
"2020-06-11","DED","6","Dirt","When Eagles Fly"," 8 ","8","10-1"
"2020-06-11","DED","6","Dirt","Whatahistoric Moment"," 9 ","9","4-1"
"2020-06-11","DED","7","Dirt","El Bee Dee"," 1 ","1","12-1"
"2020-06-11","DED","7","Dirt","Beau Dynasty"," 2 ","2","15-1"
"2020-06-11","DED","7","Dirt","Jess to Shine"," 3 ","3","9-5"
"2020-06-11","DED","7","Dirt","Perfect Eye Candy"," 4 ","4","6-1"
"2020-06-11","DED","7","Dirt","Bl Ms Bodaciousquick"," 5 ","5","10-1"
"2020-06-11","DED","7","Dirt","First Courage"," 6 ","6","12-1"
"2020-06-11","DED","7","Dirt","The Political One"," 7 ","7","20-1"
"2020-06-11","DED","7","Dirt","Toast to Cartel"," 8 ","8","20-1"
"2020-06-11","DED","7","Dirt","Pml Cartel Warrior"," 9 ","9","10-1"
"2020-06-11","DED","7","Dirt","Card One Starter","10 ","10","5-2"
"2020-06-11","DED","8","Dirt","Thisladysrelentless"," 1 ","1","15-1"
"2020-06-11","DED","8","Dirt","Sassy Beauty"," 2 ","2","12-1"
"2020-06-11","DED","8","Dirt","Doll Cartel Lbh"," 3 ","3","5-1"
"2020-06-11","DED","8","Dirt","Hennessy Xo Tlc"," 4 ","4","9-5"
"2020-06-11","DED","8","Dirt","Mr Jj Pvc Eagle"," 5 ","5","7-2"
"2020-06-11","DED","8","Dirt","Rhigh Card"," 6 ","6","20-1"
"2020-06-11","DED","8","Dirt","Coronado Hussle"," 7 ","7","4-1"
"2020-06-11","DED","8","Dirt","Bay Be Wild"," 8 ","8","8-1"
"2020-06-11","DED","8","Dirt","Kk Blue Cartel"," 9 ","9","20-1"
"2020-06-11","DED","9","Dirt","El Coronazoom"," 1 ","1","8-1"
"2020-06-11","DED","9","Dirt","Mighty High Jmg"," 2 ","2","10-1"
"2020-06-11","DED","9","Dirt","Fm Steel Rock"," 3 ","3","5-2"
"2020-06-11","DED","9","Dirt","Tres Tiros Cartel"," 4 ","4","9-2"
"2020-06-11","DED","9","Dirt","Cartel Bye Bye"," 5 ","5","10-1"
"2020-06-11","DED","9","Dirt","Captain"," 6 ","6","3-1"
"2020-06-11","DED","9","Dirt","Kk Jet Blue"," 7 ","7","20-1"
"2020-06-11","DED","9","Dirt","Tf Jess a Cartel"," 8 ","8","12-1"
"2020-06-11","DED","9","Dirt","Trump Train 2020"," 9 ","9","15-1"
"2020-06-11","DED","10","Dirt","Davids I Opener"," 1 ","1","9-2"
"2020-06-11","DED","10","Dirt","Patriot Mountain"," 2 ","2","6-1"
"2020-06-11","DED","10","Dirt","Hechizero Lips"," 3 ","3","15-1"
"2020-06-11","DED","10","Dirt","San Lorenzo Carter"," 4 ","4","2-1"
"2020-06-11","DED","10","Dirt","Suwoo"," 5 ","5","12-1"
"2020-06-11","DED","10","Dirt","Df Fabulous Flame"," 6 ","6","7-2"
"2020-06-11","DED","10","Dirt","Ec Jes One"," 7 ","7","8-1"
"2020-06-11","DED","10","Dirt","Analytica"," 8 ","8","8-1"
"2020-06-11","DED","10","Dirt","Jess Rock"," 9 ","9","20-1"
"2020-06-11","EVD","1","Dirt","Go for Moonshine"," 1 ","1","10-1"
"2020-06-11","EVD","1","Dirt","Cool Individual"," 2 ","2","5-2"
"2020-06-11","EVD","1","Dirt","Atlantic Ruler"," 3 ","3","4-1"
"2020-06-11","EVD","1","Dirt","Big Boy Dave Rex"," 4 ","4","10-1"
"2020-06-11","EVD","1","Dirt","Applewood"," 5 ","5","6-1"
"2020-06-11","EVD","1","Dirt","Mister Intuition"," 6 ","6","4-1"
"2020-06-11","EVD","1","Dirt","Outlaw X."," 7 ","7","7-2"
"2020-06-11","EVD","1","Dirt","Striking Star"," 8 ","8","20-1"
"2020-06-11","EVD","2","Turf","Hennys Grinning"," 1 ","1","10-1"
"2020-06-11","EVD","2","Turf","Accustomed to Hope"," 2 ","2","7-2"
"2020-06-11","EVD","2","Turf","Stop the Friend"," 3 ","3","15-1"
"2020-06-11","EVD","2","Turf","My Heart Dominus"," 4 ","4","30-1"
"2020-06-11","EVD","2","Turf","Korat Queen"," 5 ","5","10-1"
"2020-06-11","EVD","2","Turf","Alys Episode"," 6 ","6","8-1"
"2020-06-11","EVD","2","Turf","Silent Trick"," 7 ","7","6-1"
"2020-06-11","EVD","2","Turf","Viking Voyage"," 8 ","8","9-2"
"2020-06-11","EVD","2","Turf","Lawsuit Lucy"," 9 ","9","8-1"
"2020-06-11","EVD","2","Turf","I'm All Mixed Up","10 ","10","20-1"
"2020-06-11","EVD","2","Turf","Custom Gulch","11 ","11","15-1"
"2020-06-11","EVD","2","Turf","Get Directions","12 ","12","6-1"
"2020-06-11","EVD","2","Turf","Half Dialed","13 ","13","30-1"
"2020-06-11","EVD","2","Turf","Peacefully","14 ","14","5-1"
"2020-06-11","EVD","3","Dirt","Drewtempo","1  ","4","9-5"
"2020-06-11","EVD","3","Dirt","De Bird Is Da Word","1A ","6","9-5"
"2020-06-11","EVD","3","Dirt","Three Run Homer","2  ","1","5-2"
"2020-06-11","EVD","3","Dirt","Dictator","3  ","2","4-1"
"2020-06-11","EVD","3","Dirt","Singinginthewind","4  ","3","6-1"
"2020-06-11","EVD","3","Dirt","Costa Alot"," 5 ","5","20-1"
"2020-06-11","EVD","3","Dirt","Ellerbe","6  ","7","9-2"
"2020-06-11","EVD","3","Dirt","Odyssey Explorer","7  ","8","15-1"
"2020-06-11","EVD","4","Dirt","Caeus in Pasadena"," 1 ","1","20-1"
"2020-06-11","EVD","4","Dirt","Fire Makers Star"," 2 ","2","30-1"
"2020-06-11","EVD","4","Dirt","Jacktastic"," 3 ","3","3-1"
"2020-06-11","EVD","4","Dirt","Ice Crush"," 4 ","4","10-1"
"2020-06-11","EVD","4","Dirt","D'rock"," 5 ","5","12-1"
"2020-06-11","EVD","4","Dirt","Zypto"," 6 ","6","8-5"
"2020-06-11","EVD","4","Dirt","Jazz Music"," 7 ","7","4-1"
"2020-06-11","EVD","4","Dirt","Nickelonthetrack"," 8 ","8","6-1"
"2020-06-11","EVD","4","Dirt","I'll Raise You"," 9 ","9","12-1"
"2020-06-11","EVD","5","Dirt","Stang It"," 1 ","1","4-1"
"2020-06-11","EVD","5","Dirt","Unmentionable"," 2 ","2","6-1"
"2020-06-11","EVD","5","Dirt","Customs in Dixie"," 3 ","3","5-2"
"2020-06-11","EVD","5","Dirt","Angelic Kriss"," 4 ","4","8-1"
"2020-06-11","EVD","5","Dirt","Smoothoutthetrack"," 5 ","5","20-1"
"2020-06-11","EVD","5","Dirt","G G Has a Shot"," 6 ","6","10-1"
"2020-06-11","EVD","5","Dirt","Running Rosado"," 7 ","7","5-1"
"2020-06-11","EVD","5","Dirt","Diamond for Crider"," 8 ","8","7-2"
"2020-06-11","EVD","5","Dirt","She's a Smart Cat"," 9 ","9","20-1"
"2020-06-11","EVD","6","Dirt","Diva's Ransom"," 1 ","1","10-1"
"2020-06-11","EVD","6","Dirt","Fancy This"," 2 ","2","12-1"
"2020-06-11","EVD","6","Dirt","My Pal Torres"," 3 ","3","9-5"
"2020-06-11","EVD","6","Dirt","Sparky Sparkles"," 4 ","4","15-1"
"2020-06-11","EVD","6","Dirt","Sr. Clarky"," 5 ","5","12-1"
"2020-06-11","EVD","6","Dirt","Personal Double"," 6 ","6","30-1"
"2020-06-11","EVD","6","Dirt","Prayer Boy"," 7 ","7","20-1"
"2020-06-11","EVD","6","Dirt","Boston Repo"," 8 ","8","7-2"
"2020-06-11","EVD","6","Dirt","Cajun Carmelized"," 9 ","9","12-1"
"2020-06-11","EVD","6","Dirt","Bwana Go","10 ","10","6-1"
"2020-06-11","EVD","6","Dirt","Spa Shackalacka","11 ","11","5-1"
"2020-06-11","EVD","7","Dirt","Cajun Up","1  ","9","9-2"
"2020-06-11","EVD","7","Dirt","Grand Priority","1A ","14","9-2"
"2020-06-11","EVD","7","Dirt","Prince Carlos","2  ","1","30-1"
"2020-06-11","EVD","7","Dirt","Andiamo Giacomo","3  ","2","6-1"
"2020-06-11","EVD","7","Dirt","Commander Scott","4  ","3","4-1"
"2020-06-11","EVD","7","Dirt","Coco's Man","5  ","4","10-1"
"2020-06-11","EVD","7","Dirt","Dusty Boy","6  ","5","12-1"
"2020-06-11","EVD","7","Dirt","Arctic Rose","7  ","6","5-2"
"2020-06-11","EVD","7","Dirt","Brad Eye","8  ","7","20-1"
"2020-06-11","EVD","7","Dirt","Yankee Clipper","9  ","8","20-1"
"2020-06-11","EVD","7","Dirt","Thunk","10 ","10","15-1"
"2020-06-11","EVD","7","Dirt","Carlos Punch","11 ","11","8-1"
"2020-06-11","EVD","7","Dirt","Flashburn","12 ","12","10-1"
"2020-06-11","EVD","7","Dirt","Britts a Closer","13 ","13","8-1"
"2020-06-11","EVD","8","Turf","Tensas Thought"," 1 ","1","12-1"
"2020-06-11","EVD","8","Turf","Moonlight Michelle"," 2 ","2","7-2"
"2020-06-11","EVD","8","Turf","Sky Diety"," 3 ","3","6-1"
"2020-06-11","EVD","8","Turf","Dueforadate"," 4 ","4","8-5"
"2020-06-11","EVD","8","Turf","Marquee Moment"," 5 ","5","5-1"
"2020-06-11","EVD","8","Turf","Aloha Betty"," 6 ","6","5-2"
"2020-06-11","EVD","8","Turf","Sucre"," 7 ","7","5-1"
"2020-06-11","EVD","9","Dirt","Amazing American"," 1 ","1","8-1"
"2020-06-11","EVD","9","Dirt","Elisher"," 2 ","2","6-1"
"2020-06-11","EVD","9","Dirt","Nocomet"," 3 ","3","15-1"
"2020-06-11","EVD","9","Dirt","Hughes Dont Lose"," 4 ","4","3-1"
"2020-06-11","EVD","9","Dirt","First Metal Count"," 5 ","5","12-1"
"2020-06-11","EVD","9","Dirt","Saturday's Gold"," 6 ","6","9-2"
"2020-06-11","EVD","9","Dirt","Tensas Gold"," 7 ","7","30-1"
"2020-06-11","EVD","9","Dirt","Castleman"," 8 ","8","15-1"
"2020-06-11","EVD","9","Dirt","Our Bucket List"," 9 ","9","15-1"
"2020-06-11","EVD","9","Dirt","Dewey's Little Joe","10 ","10","8-1"
"2020-06-11","EVD","9","Dirt","Troll and Stroll","11 ","11","5-1"
"2020-06-11","EVD","9","Dirt","Sailing Jett","12 ","12","12-1"
"2020-06-11","EVD","9","Dirt","Letithappenlucky","13 ","13","10-1"
"2020-06-11","EVD","9","Dirt","Brook Is Golden","14 ","14","15-1"
"2020-06-11","GG","1","All Weather Track","Billtown Banner"," 1 ","1","8-1"
"2020-06-11","GG","1","All Weather Track","John's Intuition"," 2 ","2","7-2"
"2020-06-11","GG","1","All Weather Track","You Bad"," 3 ","3","10-1"
"2020-06-11","GG","1","All Weather Track","Desert Movie"," 4 ","4","20-1"
"2020-06-11","GG","1","All Weather Track","Capacitor"," 5 ","5","6-1"
"2020-06-11","GG","1","All Weather Track","Big Heater"," 6 ","6","5-2"
"2020-06-11","GG","1","All Weather Track","Shiner's Code"," 7 ","7","30-1"
"2020-06-11","GG","1","All Weather Track","Darkhawk"," 8 ","8","9-5"
"2020-06-11","GG","2","All Weather Track","My Sweet Lou"," 1 ","1","2-1"
"2020-06-11","GG","2","All Weather Track","Cozze Kid"," 2 ","2","5-2"
"2020-06-11","GG","2","All Weather Track","Lovefliesonwings"," 3 ","3","20-1"
"2020-06-11","GG","2","All Weather Track","Lucky Antares"," 4 ","4","6-1"
"2020-06-11","GG","2","All Weather Track","Ana Lisa"," 5 ","5","15-1"
"2020-06-11","GG","2","All Weather Track","Kelly"," 6 ","6","9-5"
"2020-06-11","GG","3","All Weather Track","My Lucky Bid"," 1 ","1","7-2"
"2020-06-11","GG","3","All Weather Track","Lookin for Revenge"," 2 ","2","7-5"
"2020-06-11","GG","3","All Weather Track","Kaline"," 3 ","3","8-1"
"2020-06-11","GG","3","All Weather Track","Gallant Warren"," 4 ","4","8-1"
"2020-06-11","GG","3","All Weather Track","Zahra"," 5 ","5","6-1"
"2020-06-11","GG","3","All Weather Track","T Bones Trick"," 6 ","6","3-1"
"2020-06-11","GG","4","All Weather Track","Red Hot Lass"," 1 ","1","20-1"
"2020-06-11","GG","4","All Weather Track","Xtrema"," 2 ","2","9-2"
"2020-06-11","GG","4","All Weather Track","Miz Cappadocia"," 3 ","3","10-1"
"2020-06-11","GG","4","All Weather Track","Maggie's Magic"," 4 ","4","12-1"
"2020-06-11","GG","4","All Weather Track","Silver Lyric"," 5 ","5","20-1"
"2020-06-11","GG","4","All Weather Track","Liam's Secret"," 6 ","6","8-1"
"2020-06-11","GG","4","All Weather Track","The Latte Factor"," 7 ","7","2-1"
"2020-06-11","GG","4","All Weather Track","In the Vault"," 8 ","8","20-1"
"2020-06-11","GG","4","All Weather Track","I'm So Anna"," 9 ","9","5-2"
"2020-06-11","GG","4","All Weather Track","Miss Arrowhead","10 ","10","12-1"
"2020-06-11","GG","5","All Weather Track","Uncle Hal"," 1 ","1","5-1"
"2020-06-11","GG","5","All Weather Track","Mirror Image"," 2 ","2","6-1"
"2020-06-11","GG","5","All Weather Track","Sweet Distinction"," 3 ","3","20-1"
"2020-06-11","GG","5","All Weather Track","Saddle Bar"," 4 ","4","8-1"
"2020-06-11","GG","5","All Weather Track","My Lucky Mark"," 5 ","5","3-1"
"2020-06-11","GG","5","All Weather Track","Malibu Alex"," 6 ","6","2-1"
"2020-06-11","GG","5","All Weather Track","Aalsmeer"," 7 ","7","7-2"
"2020-06-11","GG","6","Turf","Manila Mischief"," 1 ","1","4-1"
"2020-06-11","GG","6","Turf","Shot of a Lifetime"," 2 ","2","5-1"
"2020-06-11","GG","6","Turf","Buster Douglas (BRZ)"," 3 ","3","10-1"
"2020-06-11","GG","6","Turf","Premium Forest"," 4 ","4","9-5"
"2020-06-11","GG","6","Turf","Rey Coliman"," 5 ","5","30-1"
"2020-06-11","GG","6","Turf","Builder"," 6 ","6","7-5"
"2020-06-11","GG","7","All Weather Track","Big Buzz"," 1 ","1","9-2"
"2020-06-11","GG","7","All Weather Track","Prospicience"," 2 ","2","20-1"
"2020-06-11","GG","7","All Weather Track","Cimpl Man"," 3 ","3","6-1"
"2020-06-11","GG","7","All Weather Track","No Name Fred"," 4 ","4","5-1"
"2020-06-11","GG","7","All Weather Track","Many Roses"," 5 ","5","4-1"
"2020-06-11","GG","7","All Weather Track","Full of Luck (CHI)"," 6 ","6","5-2"
"2020-06-11","GG","7","All Weather Track","Uber Star"," 7 ","7","3-1"
"2020-06-11","GG","8","Turf","Empressive Cat"," 1 ","1","30-1"
"2020-06-11","GG","8","Turf","Maycee Jo"," 2 ","2","12-1"
"2020-06-11","GG","8","Turf","Swirling"," 3 ","3","4-1"
"2020-06-11","GG","8","Turf","Amber Louise"," 4 ","4","7-2"
"2020-06-11","GG","8","Turf","Point Hope (IRE)"," 5 ","5","6-1"
"2020-06-11","GG","8","Turf","I Love Romance"," 6 ","6","10-1"
"2020-06-11","GG","8","Turf","Drift Away"," 7 ","7","3-1"
"2020-06-11","GG","8","Turf","Bako Sweets"," 8 ","8","9-2"
"2020-06-11","GG","8","Turf","Naughty Sophie"," 9 ","9","12-1"
"2020-06-11","GG","9","All Weather Track","Euphemistic"," 1 ","1","10-1"
"2020-06-11","GG","9","All Weather Track","Iknowyourface"," 2 ","2","12-1"
"2020-06-11","GG","9","All Weather Track","Girlsintheoffice"," 3 ","3","10-1"
"2020-06-11","GG","9","All Weather Track","Streetlightromance"," 4 ","4","3-1"
"2020-06-11","GG","9","All Weather Track","Beyond Pleasure"," 5 ","5","5-1"
"2020-06-11","GG","9","All Weather Track","Moscato Girl"," 6 ","6","20-1"
"2020-06-11","GG","9","All Weather Track","Lea's Reward"," 7 ","7","20-1"
"2020-06-11","GG","9","All Weather Track","Crimson Cloud"," 8 ","8","4-1"
"2020-06-11","GG","9","All Weather Track","Skeeter Davis"," 9 ","9","20-1"
"2020-06-11","GG","9","All Weather Track","Miss Indefatigable","10 ","10","5-2"
"2020-06-11","LBT","1","Dirt","Bv Little Man"," 1 ","1",""
"2020-06-11","LBT","1","Dirt","Onefamousfoose"," 2 ","2",""
"2020-06-11","LBT","1","Dirt","Part Ninja"," 3 ","3",""
"2020-06-11","LBT","1","Dirt","Shes Emotionless"," 4 ","4",""
"2020-06-11","LBT","1","Dirt","Jsg Thacker"," 5 ","5",""
"2020-06-11","LBT","1","Dirt","Gg Caribbean Queen"," 6 ","6",""
"2020-06-11","LBT","1","Dirt","Az Boys Last Stand"," 7 ","7",""
"2020-06-11","LBT","1","Dirt","Adultery"," 8 ","8",""
"2020-06-11","LBT","1","Dirt","Rodney Too"," 9 ","9",""
"2020-06-11","LBT","2","Dirt","Find Faith"," 1 ","1",""
"2020-06-11","LBT","2","Dirt","Hard Four Dynasty"," 2 ","2",""
"2020-06-11","LBT","2","Dirt","Kiss Fast Zoom"," 3 ","3",""
"2020-06-11","LBT","2","Dirt","Slugger Dale"," 4 ","4",""
"2020-06-11","LBT","2","Dirt","Ikes R Hero"," 5 ","5",""
"2020-06-11","LBT","2","Dirt","Golden Boy Ja"," 6 ","6",""
"2020-06-11","LBT","2","Dirt","Jr Dirty Sally"," 7 ","7",""
"2020-06-11","LBT","2","Dirt","Kool Fave"," 8 ","8",""
"2020-06-11","LBT","3","Dirt","Hes Never Telling"," 1 ","1",""
"2020-06-11","LBT","3","Dirt","Rtm Good Enough"," 2 ","2",""
"2020-06-11","LBT","3","Dirt","No One Fights Alone"," 3 ","3",""
"2020-06-11","LBT","3","Dirt","Clydeslittlepilgram"," 4 ","4",""
"2020-06-11","LBT","3","Dirt","Shes a Sweet Return"," 5 ","5",""
"2020-06-11","LBT","3","Dirt","Tell Tac"," 6 ","6",""
"2020-06-11","LBT","3","Dirt","Josies Eye"," 7 ","7",""
"2020-06-11","LBT","3","Dirt","Charlyangel"," 8 ","8",""
"2020-06-11","LBT","4","Dirt","Fdd Swingin Dynasty"," 1 ","1",""
"2020-06-11","LBT","4","Dirt","Liquid Courage B"," 2 ","2",""
"2020-06-11","LBT","4","Dirt","Jaj Piranha"," 3 ","3",""
"2020-06-11","LBT","4","Dirt","Shez too Special"," 4 ","4",""
"2020-06-11","LBT","4","Dirt","Makn Risky Moves"," 5 ","5",""
"2020-06-11","LBT","4","Dirt","Hotfoot Hero"," 6 ","6",""
"2020-06-11","LBT","4","Dirt","Vf Silverback"," 7 ","7",""
"2020-06-11","LBT","5","Dirt","Hiphopopotamus"," 1 ","1",""
"2020-06-11","LBT","5","Dirt","Valiant Virgo"," 2 ","2",""
"2020-06-11","LBT","5","Dirt","Sign of Turbulence"," 3 ","3",""
"2020-06-11","LBT","5","Dirt","Furry Look"," 4 ","4",""
"2020-06-11","LBT","5","Dirt","Freight Boss"," 5 ","5",""
"2020-06-11","LBT","5","Dirt","T W Majestic Lane"," 6 ","6",""
"2020-06-11","LBT","5","Dirt","Ld Definitely Maby"," 7 ","7",""
"2020-06-11","LBT","5","Dirt","Kool Baby Kool"," 8 ","8",""
"2020-06-11","LBT","6","Dirt","Blu Angel"," 1 ","1",""
"2020-06-11","LBT","6","Dirt","Fooses Tat"," 2 ","2",""
"2020-06-11","LBT","6","Dirt","Endless Enchantment"," 3 ","3",""
"2020-06-11","LBT","6","Dirt","There Goes My Girl"," 4 ","4",""
